Crop_Year,State,Crop,Season,Area_1000_ha,Production_1000_tonnes,Yield_tonnes_per_ha,Annual_Rainfall_mm,Irrigation_pct
2003,Andhra Pradesh,Coconut,Kharif,112.3,874.8,7.79,564.3,63.8
2014,Maharashtra,Pulses,Kharif,3929.3,2711.2,0.69,454.3,8.3
2003,Telangana,Maize,Kharif,425.5,961.6,2.26,799.5,43.3
2014,Bihar,Sugarcane,Kharif,289.6,13095.7,45.22,702.8,68.5
2020,Karnataka,Groundnut,Kharif,876.1,1060.1,1.21,621.8,19.8
2013,Gujarat,Wheat,Rabi,1048.1,2693.6,2.57,32.0,92.8
2010,Maharashtra,Millets,Kharif,3094.3,2537.3,0.82,443.9,4.7
2020,Telangana,Rice,Kharif,1125.5,3669.1,3.26,547.8,85.4
2017,Uttar Pradesh,Sugarcane,Kharif,2720.5,193944.4,71.29,773.8,97.7
2003,Andhra Pradesh,Spices,Kharif,64.2,80.2,1.25,727.2,30.2
2009,Punjab,Cotton,Kharif,500.2,565.2,1.13,298.8,96.1
2003,Maharashtra,Sugarcane,Kharif,1070.6,76483.7,71.44,735.9,94.2
2002,Goa,Coconut,Kharif,25.6,141.8,5.54,1624.1,15.2
2018,Uttar Pradesh,Fruits,Kharif,557.5,8016.9,14.38,582.5,63.7
2016,Gujarat,Oilseeds,Rabi,336.7,404.0,1.2,24.2,80.9
2013,Gujarat,Vegetables,Rabi,529.4,7401.0,13.98,71.0,79.7
2007,Bihar,Pulses,Rabi,560.5,347.5,0.62,45.7,36.9
2001,Uttar Pradesh,Vegetables,Rabi,1154.7,17031.8,14.75,178.1,70.7
2021,Kerala,Rice,Kharif,275.3,803.9,2.92,1755.0,42.3
2015,Andhra Pradesh,Groundnut,Kharif,1351.7,1811.3,1.34,331.5,31.7
2022,Punjab,Rice,Kharif,3343.9,15515.7,4.64,728.7,97.0
2019,Bihar,Rice,Kharif,3420.3,6532.8,1.91,1379.3,57.9
2005,Maharashtra,Cotton,Kharif,4216.4,2319.0,0.55,925.1,9.2
2003,Rajasthan,Soybean,Kharif,981.8,922.9,0.94,449.7,12.2
2008,Andhra Pradesh,Cotton,Kharif,655.8,544.3,0.83,476.8,44.0
2001,Tamil Nadu,Coconut,Kharif,427.4,3521.8,8.24,555.4,76.9
2015,Rajasthan,Soybean,Kharif,1165.2,1130.2,0.97,280.2,10.0
2014,Andhra Pradesh,Millets,Kharif,336.9,340.3,1.01,257.3,17.7
2009,West Bengal,Rice,Kharif,4115.2,8559.6,2.08,762.9,33.4
2009,Goa,Coconut,Kharif,27.2,164.6,6.05,1983.3,14.3
2021,Madhya Pradesh,Cotton,Kharif,687.6,763.2,1.11,855.0,14.2
2005,Uttar Pradesh,Fruits,Kharif,449.4,5316.4,11.83,1448.3,58.1
2016,Haryana,Oilseeds,Rabi,593.6,777.6,1.31,35.3,84.4
2015,Tamil Nadu,Coconut,Kharif,498.8,4918.2,9.86,310.3,73.5
2012,Gujarat,Rice,Kharif,689.1,1378.2,2.0,869.3,51.1
2016,Karnataka,Cotton,Kharif,595.0,523.6,0.88,518.6,17.9
2010,Assam,Rice,Kharif,2576.6,4612.1,1.79,1948.9,7.7
2004,Gujarat,Rice,Kharif,684.9,1205.4,1.76,686.4,49.0
2021,Uttar Pradesh,Sugarcane,Kharif,2208.4,162317.4,73.5,915.2,98.2
2017,Karnataka,Tobacco,Rabi,69.6,96.0,1.38,94.4,72.0
2004,Telangana,Rice,Kharif,1113.2,2983.4,2.68,620.4,82.3
2013,Bihar,Vegetables,Kharif,837.4,10224.7,12.21,806.6,40.9
2005,Uttar Pradesh,Rice,Kharif,4919.2,8608.6,1.75,1211.9,72.0
2016,Tamil Nadu,Vegetables,Kharif,407.2,6824.7,16.76,597.8,58.3
2002,Andhra Pradesh,Rice,Rabi,1174.9,3031.2,2.58,155.3,91.1
2007,Tamil Nadu,Tea,Kharif,60.1,114.2,1.9,1142.7,24.5
2008,Maharashtra,Groundnut,Kharif,374.9,363.7,0.97,580.4,13.7
2016,Andhra Pradesh,Pulses,Rabi,639.3,447.5,0.7,100.4,21.7
2006,Maharashtra,Rice,Kharif,1518.7,2429.9,1.6,989.6,22.6
2010,West Bengal,Oilseeds,Rabi,349.0,289.7,0.83,48.6,30.5
2020,Tamil Nadu,Fruits,Kharif,383.7,5774.7,15.05,587.9,57.3
2014,Maharashtra,Sugarcane,Kharif,1104.4,78302.0,70.9,462.1,93.1
2014,West Bengal,Jute,Kharif,577.1,1471.6,2.55,931.2,21.7
2010,Maharashtra,Groundnut,Kharif,377.1,362.0,0.96,961.3,17.0
2012,Telangana,Soybean,Kharif,228.2,207.7,0.91,786.2,8.3
2002,Kerala,Coffee,Kharif,72.0,46.8,0.65,1263.8,11.3
2020,Andhra Pradesh,Rice,Rabi,1595.3,6588.6,4.13,232.7,92.0
2011,Tamil Nadu,Tea,Kharif,75.4,139.5,1.85,1788.3,27.0
2007,Assam,Jute,Kharif,72.8,113.6,1.56,2650.2,4.0
2002,West Bengal,Tea,Kharif,140.8,174.6,1.24,1110.7,10.0
2018,Gujarat,Pulses,Kharif,394.4,284.0,0.72,255.6,17.1
2013,Maharashtra,Soybean,Kharif,4083.1,3552.3,0.87,997.7,5.5
2018,Maharashtra,Cotton,Kharif,5322.6,5375.8,1.01,562.3,9.3
2018,Uttar Pradesh,Oilseeds,Rabi,872.9,907.8,1.04,40.2,78.0
2005,Gujarat,Oilseeds,Rabi,327.1,278.0,0.85,25.1,78.0
2020,Andhra Pradesh,Groundnut,Kharif,1393.6,2397.0,1.72,529.8,29.0
2004,Bihar,Fruits,Kharif,288.5,2957.1,10.25,1177.2,42.7
2001,Gujarat,Vegetables,Rabi,496.8,7069.5,14.23,35.8,80.1
2001,Rajasthan,Pulses,Rabi,1866.6,821.3,0.44,33.8,29.5
2013,Madhya Pradesh,Groundnut,Kharif,201.0,174.9,0.87,1116.2,9.6
2013,Andhra Pradesh,Pulses,Rabi,640.4,384.2,0.6,143.2,20.5
2004,Madhya Pradesh,Wheat,Rabi,4150.3,7553.5,1.82,102.8,71.9
2006,Tamil Nadu,Coconut,Kharif,438.1,3754.5,8.57,557.3,77.8
2005,Maharashtra,Sugarcane,Kharif,1100.1,74707.8,67.91,1031.8,93.9
2015,Karnataka,Fruits,Kharif,536.0,5381.4,10.04,489.9,44.9
2007,Chhattisgarh,Rice,Kharif,4154.9,5567.6,1.34,1210.6,27.0
2002,Maharashtra,Vegetables,Kharif,745.6,7314.3,9.81,544.8,45.4
2013,Kerala,Spices,Kharif,244.5,459.7,1.88,2110.1,5.7
2012,Madhya Pradesh,Wheat,Rabi,4820.9,10895.2,2.26,104.2,71.3
2002,Madhya Pradesh,Soybean,Kharif,5446.0,4084.5,0.75,475.1,6.0
2005,Gujarat,Vegetables,Rabi,500.7,6969.7,13.92,63.9,78.6
2001,Tamil Nadu,Rice,Rabi,802.4,2832.5,3.53,357.2,97.7
2007,Andhra Pradesh,Millets,Kharif,396.5,356.9,0.9,435.6,16.4
2013,Maharashtra,Maize,Kharif,611.2,1246.8,2.04,1056.7,20.7
2022,Gujarat,Rice,Kharif,723.8,1621.3,2.24,790.0,46.6
2013,Tamil Nadu,Fruits,Kharif,409.9,4865.5,11.87,556.7,60.2
2009,Maharashtra,Soybean,Kharif,3425.5,2671.9,0.78,592.2,6.7
2014,Rajasthan,Pulses,Rabi,1969.9,1142.5,0.58,17.2,28.7
2001,Karnataka,Cotton,Kharif,556.1,205.8,0.37,573.1,22.7
2017,Gujarat,Vegetables,Rabi,439.4,7294.0,16.6,48.0,77.7
2010,Chhattisgarh,Rice,Kharif,3773.9,5698.6,1.51,1368.1,23.7
2020,Maharashtra,Wheat,Rabi,939.5,1625.3,1.73,58.4,77.6
2008,Bihar,Vegetables,Kharif,798.6,11060.6,13.85,834.7,42.6
2011,Andhra Pradesh,Spices,Kharif,59.1,82.7,1.4,650.0,31.1
2021,Kerala,Coffee,Kharif,104.1,90.6,0.87,1757.8,11.2
2003,Punjab,Rice,Kharif,2976.2,10714.3,3.6,772.5,99.3
2002,Maharashtra,Maize,Kharif,662.5,907.6,1.37,495.4,19.6
2022,West Bengal,Wheat,Rabi,470.5,1402.1,2.98,99.7,49.7
2011,Tamil Nadu,Coconut,Kharif,485.7,4876.4,10.04,410.0,75.6
2001,Haryana,Cotton,Kharif,539.5,442.4,0.82,304.0,90.2
2018,Punjab,Wheat,Rabi,3168.6,14385.4,4.54,85.1,97.8
2022,Rajasthan,Pulses,Rabi,2234.7,1541.9,0.69,29.0,33.0
2009,Maharashtra,Groundnut,Kharif,358.0,300.7,0.84,537.5,12.1
2020,Andhra Pradesh,Millets,Kharif,403.7,492.5,1.22,482.9,23.8
2017,Madhya Pradesh,Millets,Kharif,549.8,472.8,0.86,855.4,5.5
2012,Madhya Pradesh,Pulses,Rabi,3541.0,2832.8,0.8,53.7,17.9
2002,Gujarat,Fruits,Kharif,436.1,2760.5,6.33,277.9,55.6
2014,Gujarat,Groundnut,Kharif,1771.0,2656.5,1.5,264.8,39.6
2017,Uttar Pradesh,Wheat,Rabi,9848.1,31513.9,3.2,156.3,88.0
2003,Bihar,Fruits,Kharif,279.2,2635.6,9.44,765.6,40.2
2008,Tamil Nadu,Groundnut,Kharif,483.3,725.0,1.5,447.5,47.4
2005,Haryana,Cotton,Kharif,653.3,588.0,0.9,376.9,90.2
2015,Andhra Pradesh,Maize,Kharif,883.6,3251.6,3.68,317.3,55.6
2010,Maharashtra,Sugarcane,Kharif,941.3,69609.1,73.95,746.0,91.8
2017,Punjab,Rice,Kharif,3020.0,13137.0,4.35,761.0,100
2008,Punjab,Wheat,Rabi,3437.1,15604.4,4.54,157.4,96.5
2017,Bihar,Jute,Kharif,177.8,384.0,2.16,970.3,29.7
2018,Uttar Pradesh,Rice,Kharif,6676.8,14956.0,2.24,619.4,72.7
2008,Kerala,Coffee,Kharif,91.0,73.7,0.81,2356.6,12.3
2019,Haryana,Wheat,Rabi,2894.8,12389.7,4.28,175.0,99.1
2001,Andhra Pradesh,Pulses,Rabi,585.0,286.6,0.49,114.8,26.1
2005,Assam,Rice,Kharif,2712.5,3689.0,1.36,2430.4,13.3
2018,Madhya Pradesh,Pulses,Rabi,3135.4,2539.7,0.81,40.3,17.9
2008,Maharashtra,Cotton,Kharif,4650.9,3395.2,0.73,851.9,11.9
2003,Kerala,Fruits,Kharif,255.7,1902.4,7.44,2454.9,27.4
2020,Karnataka,Fruits,Kharif,479.4,5585.0,11.65,752.8,43.1
2014,Andhra Pradesh,Groundnut,Kharif,1369.2,1588.3,1.16,321.4,28.2
2001,Uttarakhand,Wheat,Rabi,298.8,594.6,1.99,141.7,71.7
2007,Tamil Nadu,Coffee,Kharif,33.1,25.8,0.78,1063.5,20.3
2021,Andhra Pradesh,Groundnut,Kharif,1660.9,2873.4,1.73,388.2,30.5
2022,Uttar Pradesh,Rice,Kharif,6679.5,16498.4,2.47,605.3,73.6
2014,Haryana,Millets,Kharif,407.9,448.7,1.1,196.1,17.1
2009,Bihar,Fruits,Kharif,313.1,2814.8,8.99,432.8,42.0
2020,Andhra Pradesh,Coconut,Kharif,108.8,1137.0,10.45,547.7,67.1
2018,Madhya Pradesh,Groundnut,Kharif,256.8,246.5,0.96,474.8,8.6
2006,Gujarat,Vegetables,Rabi,481.7,7283.3,15.12,44.3,74.5
2017,Andhra Pradesh,Millets,Kharif,411.9,469.6,1.14,655.3,22.2
2004,Maharashtra,Sugarcane,Kharif,993.9,64315.3,64.71,779.4,89.5
2003,Telangana,Rice,Kharif,912.9,2355.3,2.58,920.4,82.5
2009,Bihar,Pulses,Rabi,520.5,296.7,0.57,39.0,39.1
2008,Karnataka,Spices,Kharif,140.8,233.7,1.66,979.9,20.9
2021,Rajasthan,Pulses,Rabi,2425.5,1455.3,0.6,40.1,31.5
2002,Karnataka,Coffee,Kharif,226.8,163.3,0.72,813.8,29.2
2019,Andhra Pradesh,Spices,Kharif,73.4,109.4,1.49,966.4,29.9
2018,Madhya Pradesh,Vegetables,Rabi,452.4,6862.9,15.17,34.6,50.8
2016,Karnataka,Groundnut,Kharif,938.5,1069.9,1.14,523.8,17.8
2001,Goa,Coconut,Kharif,30.1,208.9,6.94,2190.8,13.7
2007,Uttar Pradesh,Oilseeds,Rabi,976.2,956.7,0.98,53.3,81.4
2018,Maharashtra,Pulses,Kharif,3829.0,2488.8,0.65,518.2,10.0
2009,Madhya Pradesh,Maize,Kharif,793.8,1286.0,1.62,575.7,26.4
2006,Tamil Nadu,Vegetables,Kharif,382.2,6214.6,16.26,533.5,58.8
2013,Karnataka,Groundnut,Kharif,840.7,773.4,0.92,672.4,23.3
2019,Madhya Pradesh,Vegetables,Rabi,521.8,7649.6,14.66,98.4,54.4
2003,Uttarakhand,Wheat,Rabi,370.9,797.4,2.15,146.5,69.6
2003,Uttar Pradesh,Oilseeds,Rabi,789.8,718.7,0.91,59.2,79.9
2011,Uttar Pradesh,Oilseeds,Rabi,728.9,707.0,0.97,58.1,79.0
2012,Andhra Pradesh,Maize,Kharif,778.5,2997.2,3.85,639.4,57.3
2022,Goa,Coconut,Kharif,25.6,236.3,9.23,2069.9,16.5
2021,Tamil Nadu,Coconut,Kharif,498.3,5670.7,11.38,511.5,76.5
2009,Madhya Pradesh,Oilseeds,Rabi,738.4,553.8,0.75,26.7,57.2
2011,Telangana,Rice,Kharif,1135.8,3407.4,3.0,867.1,84.6
2018,Rajasthan,Oilseeds,Rabi,2511.1,2938.0,1.17,24.2,77.1
2008,Punjab,Sugarcane,Kharif,106.5,6799.0,63.84,465.9,100
2018,Bihar,Rice,Kharif,3249.8,6369.6,1.96,596.2,51.8
2003,Rajasthan,Cotton,Kharif,464.6,250.9,0.54,356.3,49.9
2016,Andhra Pradesh,Fruits,Kharif,824.7,9987.1,12.11,694.0,55.1
2002,Telangana,Pulses,Rabi,425.7,187.3,0.44,72.4,21.8
2004,Karnataka,Millets,Kharif,2051.8,1949.2,0.95,659.8,15.2
2008,Punjab,Rice,Kharif,2900.3,10006.0,3.45,759.7,96.0
2009,Kerala,Coconut,Kharif,771.0,5612.9,7.28,1222.0,31.5
2002,Gujarat,Millets,Kharif,704.9,571.0,0.81,340.4,11.6
2021,Rajasthan,Spices,Rabi,37.3,51.8,1.39,38.0,68.7
2014,Gujarat,Sugarcane,Kharif,200.9,12773.2,63.58,385.8,97.5
2004,Kerala,Spices,Kharif,248.0,461.3,1.86,2563.5,8.0
2017,Tamil Nadu,Sugarcane,Kharif,319.3,31773.5,99.51,359.2,100
2017,Gujarat,Cotton,Kharif,2817.9,4536.8,1.61,692.5,47.7
2005,West Bengal,Tea,Kharif,123.3,192.3,1.56,3391.4,9.9
2020,Karnataka,Vegetables,Kharif,643.5,10077.2,15.66,462.6,39.5
2007,Bihar,Sugarcane,Kharif,258.1,12102.3,46.89,761.4,68.9
2019,Tamil Nadu,Fruits,Kharif,367.1,4581.4,12.48,718.4,58.1
2005,Bihar,Rice,Kharif,3179.7,4006.4,1.26,1666.0,50.2
2011,Tamil Nadu,Rice,Kharif,2088.4,7163.2,3.43,553.5,97.9
2013,Madhya Pradesh,Maize,Kharif,954.1,1660.1,1.74,1170.5,24.6
2018,Uttar Pradesh,Pulses,Rabi,2694.0,2155.2,0.8,50.7,52.4
2016,Andhra Pradesh,Coconut,Kharif,123.9,1222.9,9.87,674.1,67.2
2012,Bihar,Pulses,Rabi,517.1,356.8,0.69,55.1,41.0
2021,Gujarat,Tobacco,Rabi,83.1,122.2,1.47,39.0,82.5
2021,West Bengal,Rice,Kharif,4035.0,11862.9,2.94,1222.3,32.3
2013,Andhra Pradesh,Rice,Rabi,1196.0,3815.2,3.19,247.5,92.7
2006,Haryana,Oilseeds,Rabi,480.7,514.3,1.07,34.4,83.6
2001,Maharashtra,Pulses,Kharif,3937.7,2126.4,0.54,883.3,10.4
2004,Karnataka,Vegetables,Kharif,650.9,8344.5,12.82,943.9,42.2
2003,Andhra Pradesh,Cotton,Kharif,591.4,378.5,0.64,573.8,44.1
2012,West Bengal,Wheat,Rabi,409.8,1077.8,2.63,99.0,50.1
2018,Kerala,Rice,Kharif,304.5,849.6,2.79,1248.7,38.4
2007,West Bengal,Tea,Kharif,154.2,249.8,1.62,2714.4,7.1
2005,Andhra Pradesh,Rice,Kharif,2137.1,5556.5,2.6,978.3,92.2
2007,Gujarat,Sugarcane,Kharif,205.4,12975.1,63.17,561.2,92.9
2019,Gujarat,Sugarcane,Kharif,224.2,15613.3,69.64,754.6,95.5
2017,Tamil Nadu,Coconut,Kharif,540.4,5636.4,10.43,598.5,74.0
2016,Rajasthan,Cotton,Kharif,505.2,606.2,1.2,362.0,57.6
2001,Telangana,Rice,Kharif,1169.8,3205.3,2.74,848.2,83.7
2007,Madhya Pradesh,Millets,Kharif,526.2,336.8,0.64,524.5,3.5
2015,Tamil Nadu,Rice,Kharif,1967.2,6531.1,3.32,168.6,96.9
2012,Madhya Pradesh,Maize,Kharif,929.4,1858.8,2.0,1113.3,23.8
2016,Assam,Tea,Kharif,339.3,661.6,1.95,2250.1,16.4
2015,Andhra Pradesh,Rice,Rabi,1541.0,5146.9,3.34,118.8,94.8
2009,Madhya Pradesh,Wheat,Rabi,4982.0,9216.7,1.85,58.3,68.7
2009,Madhya Pradesh,Millets,Kharif,520.9,312.5,0.6,538.1,8.7
2002,Karnataka,Coconut,Kharif,521.2,3038.6,5.83,460.5,47.4
2021,Karnataka,Sugarcane,Kharif,415.8,36943.8,88.85,836.1,97.8
2015,Tamil Nadu,Spices,Kharif,109.7,181.0,1.65,636.8,27.1
2006,Maharashtra,Soybean,Kharif,3808.3,3313.2,0.87,666.8,0.4
2008,Madhya Pradesh,Wheat,Rabi,4077.9,7992.7,1.96,110.7,71.9
2012,West Bengal,Rice,Kharif,3894.8,10360.2,2.66,1363.0,36.7
2009,Madhya Pradesh,Soybean,Kharif,5626.6,4557.5,0.81,689.1,7.0
2004,Andhra Pradesh,Rice,Kharif,2273.5,6297.6,2.77,485.0,88.6
2017,Karnataka,Pulses,Rabi,2319.4,1461.2,0.63,196.5,14.9
2003,Bihar,Sugarcane,Kharif,235.1,9831.9,41.82,790.6,69.1
2004,Jharkhand,Rice,Kharif,1502.4,2268.6,1.51,928.2,11.8
2010,Uttar Pradesh,Oilseeds,Rabi,780.3,780.3,1.0,50.4,80.1
2018,Andhra Pradesh,Pulses,Rabi,659.5,408.9,0.62,56.9,26.5
2012,Maharashtra,Maize,Kharif,566.8,1286.6,2.27,591.8,16.2
2002,Andhra Pradesh,Cotton,Kharif,643.2,315.2,0.49,363.7,45.0
2016,Haryana,Millets,Kharif,472.8,557.9,1.18,286.2,17.2
2022,Odisha,Rice,Kharif,4320.1,8683.4,2.01,1540.9,30.2
2003,Maharashtra,Rice,Kharif,1578.2,2462.0,1.56,1124.9,20.2
2016,Karnataka,Maize,Kharif,1349.0,4573.1,3.39,917.7,30.6
2001,Kerala,Fruits,Kharif,263.2,1992.4,7.57,1736.9,23.1
2013,Gujarat,Tobacco,Rabi,86.9,110.4,1.27,36.6,83.4
2021,Tamil Nadu,Millets,Kharif,420.9,787.1,1.87,332.3,38.2
2001,Punjab,Rice,Kharif,3115.7,11123.0,3.57,684.9,98.7
2002,Andhra Pradesh,Sugarcane,Kharif,176.4,10437.6,59.17,402.2,100
2002,Tamil Nadu,Rice,Kharif,1481.6,4104.0,2.77,321.9,94.8
2008,Gujarat,Vegetables,Rabi,578.0,9265.3,16.03,38.2,83.9
2018,Andhra Pradesh,Rice,Rabi,1385.3,5070.2,3.66,128.6,92.8
2002,Punjab,Rice,Kharif,3093.0,9588.3,3.1,500.1,96.0
2022,Punjab,Wheat,Rabi,4049.1,21865.1,5.4,158.2,100
2011,Jharkhand,Rice,Kharif,1439.6,2504.9,1.74,1118.7,14.0
2006,Uttar Pradesh,Sugarcane,Kharif,2609.7,167203.5,64.07,896.0,97.9
2015,Madhya Pradesh,Millets,Kharif,480.1,369.7,0.77,602.9,8.3
2009,West Bengal,Tea,Kharif,150.1,226.7,1.51,1923.1,10.4
2020,Haryana,Millets,Kharif,518.5,637.8,1.23,398.3,16.8
2017,Andhra Pradesh,Maize,Kharif,712.5,2757.4,3.87,649.6,59.7
2017,Gujarat,Oilseeds,Rabi,317.9,413.3,1.3,19.7,77.8
2006,Karnataka,Coconut,Kharif,512.4,3878.9,7.57,787.9,49.4
2010,Maharashtra,Fruits,Kharif,846.9,8477.5,10.01,558.7,50.7
2008,Gujarat,Oilseeds,Rabi,339.9,367.1,1.08,19.0,77.9
2005,Bihar,Fruits,Kharif,305.8,3073.3,10.05,1462.0,37.4
2010,Maharashtra,Cotton,Kharif,4033.8,3186.7,0.79,891.7,8.9
2004,Tamil Nadu,Groundnut,Kharif,507.6,781.7,1.54,434.7,50.1
2016,Rajasthan,Maize,Kharif,845.7,1285.5,1.52,635.5,22.3
2019,Gujarat,Fruits,Kharif,428.3,3713.4,8.67,724.6,56.5
2007,Tamil Nadu,Rice,Kharif,1813.4,6383.2,3.52,481.9,96.4
2016,Rajasthan,Soybean,Kharif,1070.8,1167.2,1.09,487.2,8.1
2010,Andhra Pradesh,Rice,Kharif,2562.3,8071.2,3.15,565.2,87.8
2004,West Bengal,Jute,Kharif,625.8,1439.3,2.3,1208.0,22.8
2012,Uttar Pradesh,Fruits,Kharif,423.5,6488.0,15.32,1037.7,60.6
2022,Uttar Pradesh,Sugarcane,Kharif,2423.8,176161.8,72.68,774.9,96.6
2018,Haryana,Cotton,Kharif,629.1,893.3,1.42,165.2,91.6
2003,Karnataka,Rice,Kharif,1174.5,3218.1,2.74,982.3,64.3
2011,Kerala,Fruits,Kharif,275.8,2460.1,8.92,2485.5,24.4
2005,Rajasthan,Oilseeds,Rabi,2664.0,2237.8,0.84,41.5,72.8
2013,Karnataka,Tobacco,Rabi,62.3,72.3,1.16,167.6,73.6
2020,Telangana,Cotton,Kharif,2010.0,3155.7,1.57,580.2,35.1
2014,Madhya Pradesh,Soybean,Kharif,5565.6,5565.6,1.0,806.5,3.4
2002,Andhra Pradesh,Millets,Kharif,329.2,223.9,0.68,286.7,20.7
2007,Maharashtra,Cotton,Kharif,4511.4,2977.5,0.66,640.9,9.8
2020,Punjab,Wheat,Rabi,3802.9,18101.8,4.76,176.2,100.0
2022,Andhra Pradesh,Fruits,Kharif,752.2,10839.2,14.41,463.5,56.6
2017,Uttar Pradesh,Rice,Kharif,7410.8,18156.5,2.45,800.2,77.7
2022,Haryana,Wheat,Rabi,2562.1,12656.8,4.94,145.1,96.9
2022,Uttar Pradesh,Vegetables,Rabi,1280.4,27439.0,21.43,162.1,77.7
2003,Maharashtra,Cotton,Kharif,3774.9,2076.2,0.55,607.6,7.6
2012,Rajasthan,Pulses,Rabi,2357.8,1343.9,0.57,35.2,31.5
2007,West Bengal,Jute,Kharif,629.9,1549.6,2.46,1458.4,17.4
2021,Chhattisgarh,Pulses,Kharif,409.3,245.6,0.6,750.2,6.8
2002,Rajasthan,Spices,Rabi,43.8,36.8,0.84,16.1,67.9
2002,Tamil Nadu,Coconut,Kharif,417.3,3267.5,7.83,363.4,74.5
2003,Punjab,Sugarcane,Kharif,104.2,5706.0,54.76,580.9,100
2005,Madhya Pradesh,Wheat,Rabi,4808.8,7934.5,1.65,148.4,67.9
2003,Madhya Pradesh,Pulses,Rabi,3359.3,2082.8,0.62,49.2,22.3
